id_frota;modelo;especialidade;codigo_filtro;tipo_filtro
60536;VOLVO FH 540;CAMINHAO;2435378;FILTRO AR CONDICIONADO 2°
60536;VOLVO FH 540;CAMINHAO;2444057;FILTRO AR CONDICIONADO
60537;VOLVO FM 540;CAMINHAO;1177771;FILTRO LUBRIFICANTE
60537;VOLVO FM 540;CAMINHAO;2543874;FILTRO COMBUSTIVEL
60537;VOLVO FM 540;CAMINHAO;2543886;FILTRO SEPARADOR
60537;VOLVO FM 540;CAMINHAO;2547790;FILTRO ARLA
60537;VOLVO FM 540;CAMINHAO;2551202;FILTRO LUBRIFICANTE
60538;VOLVO FM 540;CAMINHAO;1177771;FILTRO LUBRIFICANTE
60538;VOLVO FM 540;CAMINHAO;2543874;FILTRO COMBUSTIVEL
60538;VOLVO FM 540;CAMINHAO;2543886;FILTRO SEPARADOR
60538;VOLVO FM 540;CAMINHAO;2547790;FILTRO ARLA
60538;VOLVO FM 540;CAMINHAO;2551202;FILTRO LUBRIFICANTE
60539;VOLVO FM 540;CAMINHAO;1177771;FILTRO LUBRIFICANTE
60539;VOLVO FM 540;CAMINHAO;2543874;FILTRO COMBUSTIVEL
60539;VOLVO FM 540;CAMINHAO;2543886;FILTRO SEPARADOR
60539;VOLVO FM 540;CAMINHAO;2547790;FILTRO ARLA
60539;VOLVO FM 540;CAMINHAO;2551202;FILTRO LUBRIFICANTE
60540;VOLVO FM 540;CAMINHAO;1177771;FILTRO LUBRIFICANTE
60540;VOLVO FM 540;CAMINHAO;2543874;FILTRO COMBUSTIVEL
60540;VOLVO FM 540;CAMINHAO;2543886;FILTRO SEPARADOR
60540;VOLVO FM 540;CAMINHAO;2547790;FILTRO ARLA
60540;VOLVO FM 540;CAMINHAO;2551202;FILTRO LUBRIFICANTE
60541;VOLVO FM 540;CAMINHAO;1177771;FILTRO LUBRIFICANTE
60541;VOLVO FM 540;CAMINHAO;2543874;FILTRO COMBUSTIVEL
60541;VOLVO FM 540;CAMINHAO;2543886;FILTRO SEPARADOR
60541;VOLVO FM 540;CAMINHAO;2547790;FILTRO ARLA
60541;VOLVO FM 540;CAMINHAO;2551202;FILTRO LUBRIFICANTE
60542;VOLVO FM 540;CAMINHAO;1608794;FILTRO AR EXTERNO
60542;VOLVO FM 540;CAMINHAO;1177771;FILTRO LUBRIFICANTE
60542;VOLVO FM 540;CAMINHAO;2543874;FILTRO COMBUSTIVEL
60542;VOLVO FM 540;CAMINHAO;2543886;FILTRO SEPARADOR
60542;VOLVO FM 540;CAMINHAO;2547790;FILTRO ARLA
60542;VOLVO FM 540;CAMINHAO;2551202;FILTRO LUBRIFICANTE
60543;VOLVO FM 540;CAMINHAO;1177771;FILTRO LUBRIFICANTE
60543;VOLVO FM 540;CAMINHAO;2543874;FILTRO COMBUSTIVEL
60543;VOLVO FM 540;CAMINHAO;2543886;FILTRO SEPARADOR
60543;VOLVO FM 540;CAMINHAO;2547790;FILTRO ARLA
60543;VOLVO FM 540;CAMINHAO;2551202;FILTRO LUBRIFICANTE
60544;VOLVO FM 540;CAMINHAO;1177771;FILTRO LUBRIFICANTE
60544;VOLVO FM 540;CAMINHAO;2543874;FILTRO COMBUSTIVEL
60544;VOLVO FM 540;CAMINHAO;2543886;FILTRO SEPARADOR
60544;VOLVO FM 540;CAMINHAO;2547790;FILTRO ARLA
60544;VOLVO FM 540;CAMINHAO;2551202;FILTRO LUBRIFICANTE
60545;VOLVO FM 540;CAMINHAO;1177771;FILTRO LUBRIFICANTE
60545;VOLVO FM 540;CAMINHAO;2543874;FILTRO COMBUSTIVEL
60545;VOLVO FM 540;CAMINHAO;2543886;FILTRO SEPARADOR
60545;VOLVO FM 540;CAMINHAO;2547790;FILTRO ARLA
60545;VOLVO FM 540;CAMINHAO;2551202;FILTRO LUBRIFICANTE
60800;VOLVO VM 270;CAMINHAO;885393;FILTRO AR CONDICIONADO
60800;VOLVO VM 270;CAMINHAO;1098860;FILTRO AR EXTERNO
60800;VOLVO VM 270;CAMINHAO;1098901;FILTRO AR INTERNO
60800;VOLVO VM 270;CAMINHAO;1177771;FILTRO LUBRIFICANTE
60800;VOLVO VM 270;CAMINHAO;1211183;FILTRO SECADOR DE AR
60800;VOLVO VM 270;CAMINHAO;1651870;FILTRO ARLA
60800;VOLVO VM 270;CAMINHAO;1681175;PENEIRA
60800;VOLVO VM 270;CAMINHAO;1966595;FILTRO COMBUSTIVEL
60800;VOLVO VM 270;CAMINHAO;1966613;FILTRO DA DIREÇÃO
60800;VOLVO VM 270;CAMINHAO;2290959;FILTRO SEPARADOR
60801;VW 31260 - HORIMETRO;CAMINHAO;816425;FILTRO COMBUSTIVEL
60801;VW 31260 - HORIMETRO;CAMINHAO;910089;FILTRO AR EXTERNO
60801;VW 31260 - HORIMETRO;CAMINHAO;1218049;FILTRO SEPARADOR
60801;VW 31260 - HORIMETRO;CAMINHAO;1234470;FILTRO LUBRIFICANTE
60801;VW 31260 - HORIMETRO;CAMINHAO;1235114;FILTRO AR INTERNO
60801;VW 31260 - HORIMETRO;CAMINHAO;1633673;FILTRO SECADOR DE AR
60802;VW 26260 - HORIMETRO;CAMINHAO;816425;FILTRO COMBUSTIVEL
60802;VW 26260 - HORIMETRO;CAMINHAO;910089;FILTRO AR EXTERNO
60802;VW 26260 - HORIMETRO;CAMINHAO;1218049;FILTRO SEPARADOR
60802;VW 26260 - HORIMETRO;CAMINHAO;1219843;FILTRO LUBRIFICANTE
60802;VW 26260 - HORIMETRO;CAMINHAO;1235114;FILTRO AR INTERNO
60802;VW 26260 - HORIMETRO;CAMINHAO;1274934;FILTRO DA DIREÇÃO
60802;VW 26260 - HORIMETRO;CAMINHAO;1633673;FILTRO SECADOR DE AR
60803;VW 26260 - HORIMETRO;CAMINHAO;816425;FILTRO COMBUSTIVEL
60803;VW 26260 - HORIMETRO;CAMINHAO;910089;FILTRO AR EXTERNO
60803;VW 26260 - HORIMETRO;CAMINHAO;1216909;FILTRO SEPARADOR
60803;VW 26260 - HORIMETRO;CAMINHAO;1234470;FILTRO LUBRIFICANTE
60803;VW 26260 - HORIMETRO;CAMINHAO;1235114;FILTRO AR INTERNO
60803;VW 26260 - HORIMETRO;CAMINHAO;1274934;FILTRO DA DIREÇÃO
60803;VW 26260 - HORIMETRO;CAMINHAO;1633673;FILTRO SECADOR DE AR
60804;VW 9170;CAMINHAO;1985139;FILTRO AR EXTERNO
60805;VW 8120;CAMINHAO;1216909;FILTRO SEPARADOR
60805;VW 8120;CAMINHAO;1223112;FILTRO COMBUSTIVEL
60805;VW 8120;CAMINHAO;1235321;FILTRO LUBRIFICANTE
60805;VW 8120;CAMINHAO;1258990;FILTRO AR EXTERNO
60805;VW 8120;CAMINHAO;1274934;FILTRO DA DIREÇÃO
60806;VOLVO VM 270;CAMINHAO;885393;FILTRO AR CONDICIONADO
60806;VOLVO VM 270;CAMINHAO;1098860;FILTRO AR EXTERNO
60806;VOLVO VM 270;CAMINHAO;1098901;FILTRO AR INTERNO
60806;VOLVO VM 270;CAMINHAO;1177771;FILTRO LUBRIFICANTE
60806;VOLVO VM 270;CAMINHAO;1211183;FILTRO SECADOR DE AR
60806;VOLVO VM 270;CAMINHAO;1651870;FILTRO ARLA
60806;VOLVO VM 270;CAMINHAO;1681175;PENEIRA
60806;VOLVO VM 270;CAMINHAO;1966595;FILTRO COMBUSTIVEL
60806;VOLVO VM 270;CAMINHAO;1966613;FILTRO DA DIREÇÃO
60806;VOLVO VM 270;CAMINHAO;2290959;FILTRO SEPARADOR
60808;VOLVO VM 270 - HORIMETRO;CAMINHAO;885393;FILTRO AR CONDICIONADO
60808;VOLVO VM 270 - HORIMETRO;CAMINHAO;1098860;FILTRO AR EXTERNO
60808;VOLVO VM 270 - HORIMETRO;CAMINHAO;1098901;FILTRO AR INTERNO
60808;VOLVO VM 270 - HORIMETRO;CAMINHAO;1177771;FILTRO LUBRIFICANTE
60808;VOLVO VM 270 - HORIMETRO;CAMINHAO;1211183;FILTRO SECADOR DE AR
60808;VOLVO VM 270 - HORIMETRO;CAMINHAO;1651870;FILTRO ARLA
60808;VOLVO VM 270 - HORIMETRO;CAMINHAO;1681175;PENEIRA
60808;VOLVO VM 270 - HORIMETRO;CAMINHAO;1966595;FILTRO COMBUSTIVEL
60808;VOLVO VM 270 - HORIMETRO;CAMINHAO;1966613;FILTRO DA DIREÇÃO
60808;VOLVO VM 270 - HORIMETRO;CAMINHAO;2290959;FILTRO SEPARADOR
60809;M.BENZ 2729 - HORIMETRO;CAMINHAO;875351;FILTRO COMBUSTIVEL
60809;M.BENZ 2729 - HORIMETRO;CAMINHAO;876227;FILTRO LUBRIFICANTE
60809;M.BENZ 2729 - HORIMETRO;CAMINHAO;910089;FILTRO AR EXTERNO
60809;M.BENZ 2729 - HORIMETRO;CAMINHAO;941049;FILTRO AR INTERNO
60809;M.BENZ 2729 - HORIMETRO;CAMINHAO;1160503;FILTRO SEPARADOR
60809;M.BENZ 2729 - HORIMETRO;CAMINHAO;1633673;FILTRO SECADOR DE AR
60810;VW 11180 - HORIMETRO;CAMINHAO;1332612;FILTRO LUBRIFICANTE
60810;VW 11180 - HORIMETRO;CAMINHAO;1633673;FILTRO SECADOR DE AR
60810;VW 11180 - HORIMETRO;CAMINHAO;1665674;FILTRO ARLA
60810;VW 11180 - HORIMETRO;CAMINHAO;1681175;PENEIRA
60810;VW 11180 - HORIMETRO;CAMINHAO;1966595;FILTRO COMBUSTIVEL
60810;VW 11180 - HORIMETRO;CAMINHAO;1985115;FILTRO SEPARADOR
60810;VW 11180 - HORIMETRO;CAMINHAO;1985139;FILTRO AR EXTERNO
60810;VW 11180 - HORIMETRO;CAMINHAO;1985140;FILTRO AR CONDICIONADO
60811;VW 9180;CAMINHAO;1985139;FILTRO AR EXTERNO
60811;VW 9180;CAMINHAO;2563370;FILTRO COMBUSTIVEL
60811;VW 9180;CAMINHAO;2563381;FILTRO LUBRIFICANTE
60811;VW 9180;CAMINHAO;2563447;FILTRO SEPARADOR
60812;VW 9180;CAMINHAO;1985139;FILTRO AR EXTERNO
60812;VW 9180;CAMINHAO;2563370;FILTRO COMBUSTIVEL
60812;VW 9180;CAMINHAO;2563381;FILTRO LUBRIFICANTE
60812;VW 9180;CAMINHAO;2563447;FILTRO SEPARADOR
60813;VW 9180;CAMINHAO;1985139;FILTRO AR EXTERNO
60813;VW 9180;CAMINHAO;2563370;FILTRO COMBUSTIVEL
60813;VW 9180;CAMINHAO;2563381;FILTRO LUBRIFICANTE
60813;VW 9180;CAMINHAO;2563447;FILTRO SEPARADOR
60814;VW 9180;CAMINHAO;1985139;FILTRO AR EXTERNO
60814;VW 9180;CAMINHAO;2563370;FILTRO COMBUSTIVEL
60814;VW 9180;CAMINHAO;2563381;FILTRO LUBRIFICANTE
60814;VW 9180;CAMINHAO;2563447;FILTRO SEPARADOR
60815;VW 13180 - HORIMETRO;CAMINHAO;910089;FILTRO AR EXTERNO
60815;VW 13180 - HORIMETRO;CAMINHAO;1149866;FILTRO SEPARADOR
60815;VW 13180 - HORIMETRO;CAMINHAO;1218049;FILTRO COMBUSTIVEL
60815;VW 13180 - HORIMETRO;CAMINHAO;1234470;FILTRO LUBRIFICANTE
60815;VW 13180 - HORIMETRO;CAMINHAO;1235114;FILTRO AR INTERNO
60815;VW 13180 - HORIMETRO;CAMINHAO;1274934;FILTRO DA DIREÇÃO
60816;VOLVO FH 540;#N/A;1037985;FILTRO AR EXTERNO
60816;VOLVO FH 540;#N/A;1074313;FILTRO SEPARADOR
60816;VOLVO FH 540;#N/A;1151782;FILTRO LUBRIFICANTE 2°
60816;VOLVO FH 540;#N/A;1158429;FILTRO DA DIREÇÃO
60816;VOLVO FH 540;#N/A;1177771;FILTRO LUBRIFICANTE
60816;VOLVO FH 540;#N/A;1177771;FILTRO LUBRIFICANTE
60816;VOLVO FH 540;#N/A;1248893;FILTRO COMBUSTIVEL
60816;VOLVO FH 540;#N/A;1665674;FILTRO ARLA
60816;VOLVO FH 540;#N/A;1681175;PENEIRA
60816;VOLVO FH 540;#N/A;2010082;FILTRO SECADOR DE AR
60816;VOLVO FH 540;#N/A;2435378;FILTRO AR CONDICIONADO 2°
60816;VOLVO FH 540;#N/A;2444057;FILTRO AR CONDICIONADO
60901;VOLVO FH 520 - HORIMETRO;CAMINHAO;1151782;FILTRO LUBRIFICANTE 2°
60901;VOLVO FH 520 - HORIMETRO;CAMINHAO;1165628;FILTRO AR INTERNO
60901;VOLVO FH 520 - HORIMETRO;CAMINHAO;1165630;FILTRO AR EXTERNO
60901;VOLVO FH 520 - HORIMETRO;CAMINHAO;1177771;FILTRO LUBRIFICANTE
60901;VOLVO FH 520 - HORIMETRO;CAMINHAO;1177771;FILTRO LUBRIFICANTE
60901;VOLVO FH 520 - HORIMETRO;CAMINHAO;1234810;FILTRO AR CONDICIONADO
60901;VOLVO FH 520 - HORIMETRO;CAMINHAO;1248893;FILTRO COMBUSTIVEL
60901;VOLVO FH 520 - HORIMETRO;CAMINHAO;1274934;FILTRO DA DIREÇÃO
60901;VOLVO FH 520 - HORIMETRO;CAMINHAO;2010082;FILTRO SECADOR DE AR
60901;VOLVO FH 520 - HORIMETRO;CAMINHAO;2120197;FILTRO CAMBIO
60901;VOLVO FH 520 - HORIMETRO;CAMINHAO;2129103;FILTRO SEPARADOR
60902;VOLVO FH 520 - HORIMETRO;CAMINHAO;1151782;FILTRO LUBRIFICANTE 2°
60902;VOLVO FH 520 - HORIMETRO;CAMINHAO;1165628;FILTRO AR INTERNO
60902;VOLVO FH 520 - HORIMETRO;CAMINHAO;1165630;FILTRO AR EXTERNO
60902;VOLVO FH 520 - HORIMETRO;CAMINHAO;1177771;FILTRO LUBRIFICANTE
60902;VOLVO FH 520 - HORIMETRO;CAMINHAO;1177771;FILTRO LUBRIFICANTE
60902;VOLVO FH 520 - HORIMETRO;CAMINHAO;1234810;FILTRO AR CONDICIONADO
60902;VOLVO FH 520 - HORIMETRO;CAMINHAO;1248893;FILTRO COMBUSTIVEL
60902;VOLVO FH 520 - HORIMETRO;CAMINHAO;1274934;FILTRO DA DIREÇÃO
60902;VOLVO FH 520 - HORIMETRO;CAMINHAO;2010082;FILTRO SECADOR DE AR
60902;VOLVO FH 520 - HORIMETRO;CAMINHAO;2120197;FILTRO CAMBIO
60902;VOLVO FH 520 - HORIMETRO;CAMINHAO;2129103;FILTRO SEPARADOR
60903;VOLVO FH 520 - HORIMETRO;CAMINHAO;1151782;FILTRO LUBRIFICANTE 2°
60903;VOLVO FH 520 - HORIMETRO;CAMINHAO;1165628;FILTRO AR INTERNO
60903;VOLVO FH 520 - HORIMETRO;CAMINHAO;1165630;FILTRO AR EXTERNO
60903;VOLVO FH 520 - HORIMETRO;CAMINHAO;1177771;FILTRO LUBRIFICANTE
60903;VOLVO FH 520 - HORIMETRO;CAMINHAO;1177771;FILTRO LUBRIFICANTE
60903;VOLVO FH 520 - HORIMETRO;CAMINHAO;1234810;FILTRO AR CONDICIONADO
60903;VOLVO FH 520 - HORIMETRO;CAMINHAO;1248893;FILTRO COMBUSTIVEL
60903;VOLVO FH 520 - HORIMETRO;CAMINHAO;1274934;FILTRO DA DIREÇÃO
60903;VOLVO FH 520 - HORIMETRO;CAMINHAO;2010082;FILTRO SECADOR DE AR
60903;VOLVO FH 520 - HORIMETRO;CAMINHAO;2120197;FILTRO CAMBIO
60903;VOLVO FH 520 - HORIMETRO;CAMINHAO;2129103;FILTRO SEPARADOR
60904;VOLVO FH 520 - HORIMETRO;CAMINHAO;1151782;FILTRO LUBRIFICANTE 2°
60904;VOLVO FH 520 - HORIMETRO;CAMINHAO;1165628;FILTRO AR INTERNO
60904;VOLVO FH 520 - HORIMETRO;CAMINHAO;1165630;FILTRO AR EXTERNO
60904;VOLVO FH 520 - HORIMETRO;CAMINHAO;1177771;FILTRO LUBRIFICANTE
60904;VOLVO FH 520 - HORIMETRO;CAMINHAO;1177771;FILTRO LUBRIFICANTE
60904;VOLVO FH 520 - HORIMETRO;CAMINHAO;1234810;FILTRO AR CONDICIONADO
60904;VOLVO FH 520 - HORIMETRO;CAMINHAO;1248893;FILTRO COMBUSTIVEL
60904;VOLVO FH 520 - HORIMETRO;CAMINHAO;1274934;FILTRO DA DIREÇÃO
60904;VOLVO FH 520 - HORIMETRO;CAMINHAO;2010082;FILTRO SECADOR DE AR
60904;VOLVO FH 520 - HORIMETRO;CAMINHAO;2120197;FILTRO CAMBIO
60904;VOLVO FH 520 - HORIMETRO;CAMINHAO;2129103;FILTRO SEPARADOR
60906;VOLVO VM 270 - HORIMETRO;CAMINHAO;885393;FILTRO AR CONDICIONADO
60906;VOLVO VM 270 - HORIMETRO;CAMINHAO;921476;FILTRO SEPARADOR
60906;VOLVO VM 270 - HORIMETRO;CAMINHAO;1098860;FILTRO AR EXTERNO
60906;VOLVO VM 270 - HORIMETRO;CAMINHAO;1098901;FILTRO AR INTERNO
60906;VOLVO VM 270 - HORIMETRO;CAMINHAO;1177771;FILTRO LUBRIFICANTE
60906;VOLVO VM 270 - HORIMETRO;CAMINHAO;1211183;FILTRO SECADOR DE AR
60906;VOLVO VM 270 - HORIMETRO;CAMINHAO;1651870;FILTRO ARLA
60906;VOLVO VM 270 - HORIMETRO;CAMINHAO;1681175;PENEIRA
60906;VOLVO VM 270 - HORIMETRO;CAMINHAO;1966595;FILTRO COMBUSTIVEL
60906;VOLVO VM 270 - HORIMETRO;CAMINHAO;1966613;FILTRO DA DIREÇÃO
60907;VOLVO VM 270 - HORIMETRO;CAMINHAO;885393;FILTRO AR CONDICIONADO
60907;VOLVO VM 270 - HORIMETRO;CAMINHAO;1098860;FILTRO AR EXTERNO
60907;VOLVO VM 270 - HORIMETRO;CAMINHAO;1098901;FILTRO AR INTERNO
60907;VOLVO VM 270 - HORIMETRO;CAMINHAO;1177771;FILTRO LUBRIFICANTE
60907;VOLVO VM 270 - HORIMETRO;CAMINHAO;1211183;FILTRO SECADOR DE AR
60907;VOLVO VM 270 - HORIMETRO;CAMINHAO;1651870;FILTRO ARLA
60907;VOLVO VM 270 - HORIMETRO;CAMINHAO;1681175;PENEIRA
60907;VOLVO VM 270 - HORIMETRO;CAMINHAO;1966595;FILTRO COMBUSTIVEL
60907;VOLVO VM 270 - HORIMETRO;CAMINHAO;1966613;FILTRO DA DIREÇÃO
60907;VOLVO VM 270 - HORIMETRO;CAMINHAO;2097308;FILTRO SEPARADOR
60908;VOLVO VM 270 - HORIMETRO;CAMINHAO;885393;FILTRO AR CONDICIONADO
60908;VOLVO VM 270 - HORIMETRO;CAMINHAO;1098860;FILTRO AR EXTERNO
60908;VOLVO VM 270 - HORIMETRO;CAMINHAO;1098901;FILTRO AR INTERNO
60908;VOLVO VM 270 - HORIMETRO;CAMINHAO;1177771;FILTRO LUBRIFICANTE
60908;VOLVO VM 270 - HORIMETRO;CAMINHAO;1211183;FILTRO SECADOR DE AR
60908;VOLVO VM 270 - HORIMETRO;CAMINHAO;1651870;FILTRO ARLA
60908;VOLVO VM 270 - HORIMETRO;CAMINHAO;1681175;PENEIRA
60908;VOLVO VM 270 - HORIMETRO;CAMINHAO;1966595;FILTRO COMBUSTIVEL
60908;VOLVO VM 270 - HORIMETRO;CAMINHAO;1966613;FILTRO DA DIREÇÃO
60908;VOLVO VM 270 - HORIMETRO;CAMINHAO;2290959;FILTRO SEPARADOR
60909;VOLVO VM 270 - HORIMETRO;CAMINHAO;885393;FILTRO AR CONDICIONADO
60909;VOLVO VM 270 - HORIMETRO;CAMINHAO;1098860;FILTRO AR EXTERNO
60909;VOLVO VM 270 - HORIMETRO;CAMINHAO;1098901;FILTRO AR INTERNO
60909;VOLVO VM 270 - HORIMETRO;CAMINHAO;1177771;FILTRO LUBRIFICANTE
60909;VOLVO VM 270 - HORIMETRO;CAMINHAO;1211183;FILTRO SECADOR DE AR
60909;VOLVO VM 270 - HORIMETRO;CAMINHAO;1651870;FILTRO ARLA
60909;VOLVO VM 270 - HORIMETRO;CAMINHAO;1681175;PENEIRA
60909;VOLVO VM 270 - HORIMETRO;CAMINHAO;1966595;FILTRO COMBUSTIVEL
60909;VOLVO VM 270 - HORIMETRO;CAMINHAO;1966613;FILTRO DA DIREÇÃO
60909;VOLVO VM 270 - HORIMETRO;CAMINHAO;2097308;FILTRO SEPARADOR
60910;VOLVO VM 270 - HORIMETRO;CAMINHAO;885393;FILTRO AR CONDICIONADO
60910;VOLVO VM 270 - HORIMETRO;CAMINHAO;1098860;FILTRO AR EXTERNO
60910;VOLVO VM 270 - HORIMETRO;CAMINHAO;1098901;FILTRO AR INTERNO
60910;VOLVO VM 270 - HORIMETRO;CAMINHAO;1177771;FILTRO LUBRIFICANTE
60910;VOLVO VM 270 - HORIMETRO;CAMINHAO;1211183;FILTRO SECADOR DE AR
60910;VOLVO VM 270 - HORIMETRO;CAMINHAO;1651870;FILTRO ARLA
60910;VOLVO VM 270 - HORIMETRO;CAMINHAO;1681175;PENEIRA
60910;VOLVO VM 270 - HORIMETRO;CAMINHAO;1966595;FILTRO COMBUSTIVEL
60910;VOLVO VM 270 - HORIMETRO;CAMINHAO;1966613;FILTRO DA DIREÇÃO
60910;VOLVO VM 270 - HORIMETRO;CAMINHAO;2097308;FILTRO SEPARADOR
60911;VW 26260 - HORIMETRO;CAMINHAO;816425;FILTRO COMBUSTIVEL
60911;VW 26260 - HORIMETRO;CAMINHAO;910089;FILTRO AR EXTERNO
60911;VW 26260 - HORIMETRO;CAMINHAO;1160503;FILTRO SEPARADOR
60911;VW 26260 - HORIMETRO;CAMINHAO;1234470;FILTRO LUBRIFICANTE
60911;VW 26260 - HORIMETRO;CAMINHAO;1235114;FILTRO AR INTERNO
60911;VW 26260 - HORIMETRO;CAMINHAO;1274934;FILTRO DA DIREÇÃO
60911;VW 26260 - HORIMETRO;CAMINHAO;1633673;FILTRO SECADOR DE AR
60912;VOLVO VM 270 - HORIMETRO;CAMINHAO;885393;FILTRO AR CONDICIONADO
60912;VOLVO VM 270 - HORIMETRO;CAMINHAO;1098860;FILTRO AR EXTERNO
60912;VOLVO VM 270 - HORIMETRO;CAMINHAO;1098901;FILTRO AR INTERNO
60912;VOLVO VM 270 - HORIMETRO;CAMINHAO;1177771;FILTRO LUBRIFICANTE
60912;VOLVO VM 270 - HORIMETRO;CAMINHAO;1211183;FILTRO SECADOR DE AR
60912;VOLVO VM 270 - HORIMETRO;CAMINHAO;1651870;FILTRO ARLA
60912;VOLVO VM 270 - HORIMETRO;CAMINHAO;1681175;PENEIRA
60912;VOLVO VM 270 - HORIMETRO;CAMINHAO;1966595;FILTRO COMBUSTIVEL
60912;VOLVO VM 270 - HORIMETRO;CAMINHAO;1966613;FILTRO DA DIREÇÃO
60912;VOLVO VM 270 - HORIMETRO;CAMINHAO;2290959;FILTRO SEPARADOR
60913;VOLVO VM 270 - HORIMETRO;CAMINHAO;885393;FILTRO AR CONDICIONADO
60913;VOLVO VM 270 - HORIMETRO;CAMINHAO;1098860;FILTRO AR EXTERNO
60913;VOLVO VM 270 - HORIMETRO;CAMINHAO;1098901;FILTRO AR INTERNO
60913;VOLVO VM 270 - HORIMETRO;CAMINHAO;1177771;FILTRO LUBRIFICANTE
60913;VOLVO VM 270 - HORIMETRO;CAMINHAO;1211183;FILTRO SECADOR DE AR
60913;VOLVO VM 270 - HORIMETRO;CAMINHAO;1651870;FILTRO ARLA
60913;VOLVO VM 270 - HORIMETRO;CAMINHAO;1681175;PENEIRA
60913;VOLVO VM 270 - HORIMETRO;CAMINHAO;1966595;FILTRO COMBUSTIVEL
60913;VOLVO VM 270 - HORIMETRO;CAMINHAO;1966613;FILTRO DA DIREÇÃO
60913;VOLVO VM 270 - HORIMETRO;CAMINHAO;2290959;FILTRO SEPARADOR
60914;VOLVO VM 270 - HORIMETRO;CAMINHAO;885393;FILTRO AR CONDICIONADO
60914;VOLVO VM 270 - HORIMETRO;CAMINHAO;1098860;FILTRO AR EXTERNO
60914;VOLVO VM 270 - HORIMETRO;CAMINHAO;1098901;FILTRO AR INTERNO
60914;VOLVO VM 270 - HORIMETRO;CAMINHAO;1177771;FILTRO LUBRIFICANTE
60914;VOLVO VM 270 - HORIMETRO;CAMINHAO;1211183;FILTRO SECADOR DE AR
60914;VOLVO VM 270 - HORIMETRO;CAMINHAO;1651870;FILTRO ARLA
60914;VOLVO VM 270 - HORIMETRO;CAMINHAO;1681175;PENEIRA
60914;VOLVO VM 270 - HORIMETRO;CAMINHAO;1966595;FILTRO COMBUSTIVEL
60914;VOLVO VM 270 - HORIMETRO;CAMINHAO;1966613;FILTRO DA DIREÇÃO
60914;VOLVO VM 270 - HORIMETRO;CAMINHAO;2290959;FILTRO SEPARADOR
60915;VOLVO VM 270 - HORIMETRO;CAMINHAO;885393;FILTRO AR CONDICIONADO
60915;VOLVO VM 270 - HORIMETRO;CAMINHAO;1098860;FILTRO AR EXTERNO
60915;VOLVO VM 270 - HORIMETRO;CAMINHAO;1098901;FILTRO AR INTERNO
60915;VOLVO VM 270 - HORIMETRO;CAMINHAO;1177771;FILTRO LUBRIFICANTE
60915;VOLVO VM 270 - HORIMETRO;CAMINHAO;1211183;FILTRO SECADOR DE AR
60915;VOLVO VM 270 - HORIMETRO;CAMINHAO;1651870;FILTRO ARLA
60915;VOLVO VM 270 - HORIMETRO;CAMINHAO;1681175;PENEIRA
60915;VOLVO VM 270 - HORIMETRO;CAMINHAO;1966595;FILTRO COMBUSTIVEL
60915;VOLVO VM 270 - HORIMETRO;CAMINHAO;1966613;FILTRO DA DIREÇÃO
60915;VOLVO VM 270 - HORIMETRO;CAMINHAO;2290959;FILTRO SEPARADOR
60917;VOLVO VM 270 - HORIMETRO;CAMINHAO;885393;FILTRO AR CONDICIONADO
60917;VOLVO VM 270 - HORIMETRO;CAMINHAO;1098860;FILTRO AR EXTERNO
60917;VOLVO VM 270 - HORIMETRO;CAMINHAO;1098901;FILTRO AR INTERNO
60917;VOLVO VM 270 - HORIMETRO;CAMINHAO;1177771;FILTRO LUBRIFICANTE
60917;VOLVO VM 270 - HORIMETRO;CAMINHAO;1211183;FILTRO SECADOR DE AR
60917;VOLVO VM 270 - HORIMETRO;CAMINHAO;1651870;FILTRO ARLA
60917;VOLVO VM 270 - HORIMETRO;CAMINHAO;1681175;PENEIRA
60917;VOLVO VM 270 - HORIMETRO;CAMINHAO;1966595;FILTRO COMBUSTIVEL
60917;VOLVO VM 270 - HORIMETRO;CAMINHAO;1966613;FILTRO DA DIREÇÃO
60917;VOLVO VM 270 - HORIMETRO;CAMINHAO;2290959;FILTRO SEPARADOR
61002;VW 11180 - HORIMETRO;CAMINHAO;1332612;FILTRO LUBRIFICANTE
61002;VW 11180 - HORIMETRO;CAMINHAO;1633673;FILTRO SECADOR DE AR
61002;VW 11180 - HORIMETRO;CAMINHAO;1665674;FILTRO ARLA
61002;VW 11180 - HORIMETRO;CAMINHAO;1681175;PENEIRA
61002;VW 11180 - HORIMETRO;CAMINHAO;1966595;FILTRO COMBUSTIVEL
61002;VW 11180 - HORIMETRO;CAMINHAO;1985115;FILTRO SEPARADOR
61002;VW 11180 - HORIMETRO;CAMINHAO;1985139;FILTRO AR EXTERNO
61002;VW 11180 - HORIMETRO;CAMINHAO;1985140;FILTRO AR CONDICIONADO
61003;VOLVO VM 270 - HORIMETRO;CAMINHAO;885393;FILTRO AR CONDICIONADO
61003;VOLVO VM 270 - HORIMETRO;CAMINHAO;1098860;FILTRO AR EXTERNO
61003;VOLVO VM 270 - HORIMETRO;CAMINHAO;1098901;FILTRO AR INTERNO
61003;VOLVO VM 270 - HORIMETRO;CAMINHAO;1177771;FILTRO LUBRIFICANTE
61003;VOLVO VM 270 - HORIMETRO;CAMINHAO;1211183;FILTRO SECADOR DE AR
